_id,options[0],options[1],options[2],options[3],category,question,answer,__v
66ce9191922eb4919544cb3a,Usar jargões e siglas para tornar o texto mais técnico,Inventar um formato-padrão e garantir que todas as definições de requisitos aderem a esse formato,Escrever os requisitos de forma ambígua para dar mais flexibilidade,"Não fornecer justificativas para os requisitos, para evitar confusão",Engenharia de Requisitos,Qual é a abordagem recomendada para minimizar os mal-entendidos ao escrever requisitos em linguagem natural?,Inventar um formato-padrão e garantir que todas as definições de requisitos aderem a esse formato,
66ce9191922eb4919544cb3b,Aumentar a variabilidade na especificação,Reduzir a expressividade da linguagem natural,Organizar os requisitos de forma mais eficaz e uniforme,Tornar os requisitos mais difíceis de entender,Engenharia de Requisitos,Qual é a principal vantagem das especificações estruturadas na escrita de requisitos de sistema?,Organizar os requisitos de forma mais eficaz e uniforme,
66ce9191922eb4919544cb3c,Usando linguagem natural e diagramas simples,Usando apenas diagramas complexos,Usando modelos matemáticos e abstratos,Usando linguagem formal e técnica,Engenharia de Requisitos,Como são representados os requisitos de sistema na linguagem de descrição de projeto?,Usando linguagem natural e diagramas simples,
66ce9191922eb4919544cb3d,Os requisitos podem ser muito claros e fáceis de entender,Os requisitos podem ser inconsistentes e ambíguos,Os requisitos podem ser muito simples e diretos,Os requisitos podem ser irrelevantes para o sistema,Engenharia de Requisitos,Quais são os possíveis problemas ao escrever requisitos em linguagem natural?,Os requisitos podem ser irrelevantes para o sistema,
66ce9191922eb4919544cb3e,Implementação de requisitos,Elicitação e análise de requisitos,Teste de requisitos,Validação de requisitos,Engenharia de Requisitos,O que constitui o próximo estágio do processo de engenharia de requisitos após o estudo inicial de viabilidade?,Elicitação e análise de requisitos,
66ce9191922eb4919544cb3f,Apenas os desenvolvedores de software,Apenas os usuários finais,Qualquer pessoa afetada pelos requisitos do sistema,Apenas os engenheiros de manutenção de sistemas,Engenharia de Requisitos,Quem são os stakeholders do sistema mencionados no texto?,Qualquer pessoa afetada pelos requisitos do sistema,
66ce9346922eb4919544cb40,Implementação de requisitos,Documentação de requisitos,Priorização e negociação de requisitos,Validação de requisitos,Engenharia de Requisitos,Qual é uma das atividades do processo de elicitação e análise de requisitos?,Priorização e negociação de requisitos,
66ce9346922eb4919544cb41,Para ocultar requisitos irrelevantes,Para criar confusão entre os stakeholders,Para identificar subsistemas e associar requisitos a cada subsistema,Para reduzir a comunicação entre a equipe de desenvolvimento,Engenharia de Requisitos,Por que é importante a classificação e organização de requisitos durante a elicitação e análise?,Para identificar subsistemas e associar requisitos a cada subsistema,
66ce9346922eb4919544cb42,Os requisitos são ocultados dos stakeholders,Os requisitos são implementados imediatamente,Os requisitos entram em conflito e exigem negociação,Os requisitos são completamente ignorados,Engenharia de Requisitos,O que pode acontecer durante a atividade de priorização e negociação de requisitos?,Os requisitos entram em conflito e exigem negociação,
66ce9346922eb4919544cb43,Implementação do sistema,Feedback contínuo dos stakeholders,Documentação dos requisitos,Validação dos requisitos,Engenharia de Requisitos,Qual é o resultado final da atividade de especificação de requisitos?,Documentação dos requisitos,
66ce9346922eb4919544cb44,Porque não há feedback entre as atividades,Porque as atividades são realizadas em uma única iteração,Porque há feedback contínuo entre as atividades,Porque as atividades não estão relacionadas entre si,Engenharia de Requisitos,Por que a elicitação de requisitos é considerado um processo iterativo?,Porque há feedback contínuo entre as atividades,
66ce9346922eb4919544cb45,Falta de stakeholders,Falta de documentação,Diferenças entre os stakeholders e requisitos inviáveis,Conflitos entre a equipe de desenvolvimento,Engenharia de Requisitos,Quais são as dificuldades encontradas no processo de elicitação de requisitos?,Diferenças entre os stakeholders e requisitos inviáveis,
66ce9346922eb4919544cb46,Rigidez e falta de abertura para novas ideias,Fechamento para diferentes perspectivas,Abertura a novas ideias e estimulação do envolvimento do entrevistado,Restrição de discussões,Engenharia de Requisitos,Quais são as características de entrevistadores eficazes?,Abertura a novas ideias e estimulação do envolvimento do entrevistado,
66ce9346922eb4919544cb47,Porque são simples e fáceis de criar,Porque não exigem a participação dos stakeholders,Porque ajudam a visualizar exemplos de interações do sistema,Porque substituem completamente outras técnicas de elicitação,Engenharia de Requisitos,Por que os cenários são considerados úteis durante a elicitação de requisitos?,Porque ajudam a visualizar exemplos de interações do sistema,
66ce9346922eb4919544cb48,Um documento de requisitos.,Uma técnica de validação de requisitos.,Uma técnica de modelagem de sistemas.,Uma técnica de descoberta de requisitos.,Engenharia de Requisitos,Qual é a definição mais simples de um caso de uso?,Uma técnica de descoberta de requisitos.,
66ce9346922eb4919544cb49,Como elipses.,Como linhas.,Como figuras palito.,Como retângulos.,Engenharia de Requisitos,Como são representados os atores nos diagramas de casos de uso?,Como figuras palito.,
66ce9346922eb4919544cb4a,Segmentos através de um caso de uso.,Representações gráficas de interações.,Modelos de alto nível.,Descrições textuais de casos de uso.,Engenharia de Requisitos,O que são cenários de acordo com Stevens e Pooley (2006)?,Segmentos através de um caso de uso.,
66ce9385922eb4919544cb4b,Requisitos mal documentados.,Falta de prototipagem.,Mudanças no ambiente técnico.,Orçamento insuficiente.,Engenharia de Requisitos,"Qual é uma das razões pelas quais muitos sistemas de software são entregues, mas nunca são usados?",Requisitos mal documentados.,
66ce9385922eb4919544cb4c,Uma técnica de validação de requisitos.,Um método de análise de problemas.,Uma técnica de observação para compreender processos operacionais.,Um modelo de interação em sistemas cooperativos.,Engenharia de Requisitos,"O que é etnografia, de acordo com o texto?",Uma técnica de observação para compreender processos operacionais.,
66ce9385922eb4919544cb4d,Requisitos de interface e requisitos de segurança.,Requisitos de desempenho e requisitos de usabilidade.,Requisitos de cooperação e requisitos derivados da maneira como as pessoas realmente trabalham.,Requisitos de integração e requisitos de escalabilidade.,Engenharia de Requisitos,Quais são os dois tipos de requisitos derivados da etnografia?,Requisitos de cooperação e requisitos derivados da maneira como as pessoas realmente trabalham.,
66ce9385922eb4919544cb4e,Um processo para encontrar problemas com os requisitos.,Um documento formal de requisitos.,Uma etapa do ciclo de vida do desenvolvimento de software.,Uma técnica para criar protótipos de sistemas.,Engenharia de Requisitos,O que é a validação de requisitos?,Um processo para encontrar problemas com os requisitos.,
66ce9385922eb4919544cb4f,Por meio de revisões de requisitos.,Através da geração de casos de teste.,Verificando se os requisitos são testáveis.,Avaliando a consistência dos requisitos.,Engenharia de Requisitos,Como são realizadas as verificações de validade de requisitos?,Verificando se os requisitos são testáveis.,
66ce9385922eb4919544cb50,Reduzir os custos de implementação.,Aumentar a flexibilidade do sistema.,Garantir que todas as mudanças sejam implementadas.,Tratar todas as propostas de mudanças de forma consistente.,Engenharia de Requisitos,Qual é a vantagem de usar um processo formal de gerenciamento de mudanças?,Tratar todas as propostas de mudanças de forma consistente.,
66ce9385922eb4919544cb51,Realizar prototipagem contínua.,Evitar processos formais de gerenciamento de mudanças.,Manter o documento de requisitos modular e atualizado.,Priorizar mudanças no sistema sobre a documentação dos requisitos.,Engenharia de Requisitos,O que é essencial para minimizar a defasagem entre a especificação de requisitos e a implementação do sistema?,Manter o documento de requisitos modular e atualizado.,
66ce9401922eb4919544cb52,Desenvolver novas funcionalidades,Corrigir defeitos,Redefinir requisitos,Ignorar mudanças no ambiente,Manutenção de Software,Qual é o principal objetivo da manutenção de software?,Corrigir defeitos,
66ce9401922eb4919544cb53,"Corretiva, preventiva, adaptativa","Evolutiva, adaptativa, perfectiva","Corretiva, adaptativa, adicional","Preventiva, evolutiva, perfectiva",Manutenção de Software,Quais são os três tipos de manutenção de software?,"Corretiva, preventiva, adaptativa",
66ce9401922eb4919544cb54,Correção de erros de codificação,Mudanças no ambiente do sistema,Adição de novas funcionalidades,Melhoria da estrutura do programa,Manutenção de Software,O que é adaptação ambiental na manutenção de software?,Mudanças no ambiente do sistema,
66ce9401922eb4919544cb55,Corretiva,Adaptativa,Adicional,Perfectiva,Manutenção de Software,Qual é o tipo de manutenção mais cara devido à necessidade de extenso redesenho do sistema?,Perfectiva,
66ce9401922eb4919544cb56,Códigos bem estruturados,Boas práticas de desenvolvimento,Problemas no código que podem ser melhorados,Testes de regressão bem-sucedidos,Manutenção de Software,O que significa 'maus cheiros' no contexto da refatoração de software?,Problemas no código que podem ser melhorados,
66ce9401922eb4919544cb57,Menos riscos,Custo reduzido,Maior flexibilidade,Melhor desempenho,Manutenção de Software,Qual é o principal benefício da reengenharia de software em comparação com o desenvolvimento de um novo software?,Custo reduzido,
66ce9401922eb4919544cb58,Criar novos códigos a partir do zero,Analisar e extrair informações de um programa existente,Implementar novas funcionalidades,Realizar testes de regressão,Manutenção de Software,Em que consiste a engenharia reversa no processo de reengenharia de software?,Analisar e extrair informações de um programa existente,
66ce9401922eb4919544cb59,Adição de novas funcionalidades,Redução da manutenibilidade do código,Melhoria contínua do código existente,Ignorar a qualidade do código,Manutenção de Software,O que é a refatoração no desenvolvimento de software?,Melhoria contínua do código existente,
66ce9401922eb4919544cb5a,Adicionar novas funcionalidades,Melhorar a estrutura e legibilidade do código,Reduzir o número de testes,Aumentar a complexidade do software,Manutenção de Software,Qual é o objetivo principal da refatoração?,Melhorar a estrutura e legibilidade do código,
66ce9401922eb4919544cb5b,Códigos diferentes para funcionalidades distintas,Mesmo código utilizado em diferentes partes do programa,Código que nunca é usado,Código que não possui documentação,Manutenção de Software,O que significa código duplicado na refatoração?,Mesmo código utilizado em diferentes partes do programa,
66ce9401922eb4919544cb5c,Melhora na legibilidade,Redução dos custos de manutenção,Degradação gradual da qualidade do código,Aumento da velocidade de desenvolvimento,Manutenção de Software,Qual é o impacto da falta de refatoração em um programa ao longo do tempo?,Degradação gradual da qualidade do código,
66ce9401922eb4919544cb5d,Adição de novas funcionalidades,Melhoria da estrutura do código,Redução da complexidade,Testes de regressão,Manutenção de Software,O que é geralmente evitado durante a refatoração de um programa?,Adição de novas funcionalidades,
66ce9401922eb4919544cb5e,Indicadores de um código bem estruturado,Sinais de problemas no código que podem ser melhorados,Marcadores de códigos não utilizados,Elementos irrelevantes no código,Manutenção de Software,O que são 'maus cheiros' no contexto da refatoração de software?,Sinais de problemas no código que podem ser melhorados,
66ce9401922eb4919544cb5f,Remover códigos duplicados,Melhorar a estrutura do programa,Alterar os dados para refletir mudanças no programa,Implementar novas funcionalidades,Manutenção de Software,Qual é o propósito da reengenharia de dados durante a reengenharia de software?,Alterar os dados para refletir mudanças no programa,
66ce9401922eb4919544cb60,Métodos que são eficazes e não precisam de alterações,Métodos que têm um número excessivo de linhas de código,Métodos que são curtos e precisam ser expandidos,Métodos que não são necessários,Manutenção de Software,O que significa 'métodos longos' na refatoração de software?,Métodos que têm um número excessivo de linhas de código,
66ce9461922eb4919544cb61,Redução dos custos de desenvolvimento,Aumento da velocidade de desenvolvimento,Melhoria contínua da qualidade do código,Ignorar a documentação,Manutenção de Software,Qual é a vantagem da refatoração no contexto de métodos ágeis de desenvolvimento de software?,Melhoria contínua da qualidade do código,
66ce9461922eb4919544cb62,Código que não é executado,Código que não possui comentários,Código que é usado em várias partes do programa,Código que não possui testes de unidade,Manutenção de Software,O que é considerado como um indicador de código redundante na refatoração de software?,Código que é usado em várias partes do programa,
66ce9461922eb4919544cb63,Redução dos custos de manutenção,Identificação antecipada de defeitos,Ignorar a necessidade de testes,Aumento da complexidade do código,Manutenção de Software,Quais são os benefícios de se realizar a manutenção preventiva?,Identificação antecipada de defeitos,
66ce9461922eb4919544cb64,Prevenção de defeitos antes que ocorram,Correção de defeitos após sua detecção,Adição de novas funcionalidades,Melhoria contínua do código,Manutenção de Software,O que é a manutenção corretiva no contexto de software?,Correção de defeitos após sua detecção,
66ce9461922eb4919544cb65,Adicionar novas funcionalidades,Corrigir defeitos após a detecção,Adaptar o software a mudanças no ambiente,Remover códigos duplicados,Manutenção de Software,Qual é o objetivo principal da manutenção adaptativa?,Adaptar o software a mudanças no ambiente,
66ce9461922eb4919544cb66,Reparar danos causados pelo tempo.,Corrigir defeitos introduzidos durante o uso.,Adaptar o software a novas realidades ou ambientes externos.,Aumentar a carga de utilização do software.,Manutenção de Software,Qual é o principal objetivo da manutenção de software?,Adaptar o software a novas realidades ou ambientes externos.,
66ce9461922eb4919544cb67,Corrigem defeitos em produção.,Introduzem novas funcionalidades.,Ajustam o software a novos ambientes externos.,Melhoram a qualidade do software.,Manutenção de Software,O que caracteriza as manutenções do tipo adaptativas?,Ajustam o software a novos ambientes externos.,
66ce9461922eb4919544cb68,Corretivas.,Adaptativas.,Evolutivas.,Preventivas.,Manutenção de Software,Como são classificadas as migrações para novas tecnologias em termos de manutenção?,Adaptativas.,
66ce9461922eb4919544cb69,"Corretivas, Evolutivas, Preventivas.","Adaptativas, Corretivas, Estéticas.","Corretivas, Evolutivas, Adaptativas.","Estéticas, Evolutivas, Adaptativas.",Manutenção de Software,Quais são os três tipos principais de manutenções em software?,"Corretivas, Evolutivas, Adaptativas.",
66ce9461922eb4919544cb6a,Ausência de documentação.,Baixa manutenibilidade do software.,Registro insuficiente de manutenções anteriores.,Sobrecarga de tarefas.,Manutenção de Software,O que é destacado como um dos problemas gerenciais na manutenção de software?,Ausência de documentação.,
66ce9461922eb4919544cb6b,Menos de 20% dos investimentos.,Cerca de 30% dos investimentos.,Mais de 50% dos investimentos.,Não há custos financeiros associados.,Manutenção de Software,Qual é a importância financeira associada à manutenção de software?,Mais de 50% dos investimentos.,
66ce9461922eb4919544cb6c,Substituição imediata de sistemas.,Falta de habilidade em mudar software rapidamente.,Baixa complexidade dos softwares produzidos.,Ausência de ferramentas de gerenciamento.,Manutenção de Software,Qual um dos principais desafios para as organizações na manutenção de software?,Falta de habilidade em mudar software rapidamente.,
66ce9461922eb4919544cb6d,Gerenciais e Técnicos.,Financeiros e Técnicos.,Gerenciais e de Comunicação.,Estruturais e de Manutenção.,Manutenção de Software,Como são classificados os problemas na manutenção de software?,Gerenciais e Técnicos.,
66ce9461922eb4919544cb6e,Correções emergenciais.,Adequação do software a um novo ambiente externo.,Adição de novas funcionalidades e melhorias.,Introdução de defeitos causados pelo tempo.,Manutenção de Software,O que caracteriza as manutenções do tipo evolutivas?,Adição de novas funcionalidades e melhorias.,
66ce94dd922eb4919544cb6f,Sobrecarga de tarefas.,Elevada rotatividade de membros.,Documentação insuficiente.,Falhas de comunicação com o usuário.,Manutenção de Software,O que é destacado como um problema técnico na manutenção de software?,Documentação insuficiente.,
66ce94dd922eb4919544cb70,Para aumentar a complexidade dos softwares.,Para tornar os testes mais caros.,Para garantir a cobertura de todos os testes.,Para evitar a realização de testes manuais.,Manutenção de Software,Por que a automação dos testes de regressão é considerada importante?,Para garantir a cobertura de todos os testes.,
66ce94dd922eb4919544cb71,Baixa complexidade dos softwares.,Subcontratação de empresas terceirizadas.,Registro insuficiente de manutenções anteriores.,Expectativas elevadas dos usuários.,Manutenção de Software,O que é destacado como uma dificuldade na previsão de esforços de manutenção?,Registro insuficiente de manutenções anteriores.,
66ce94dd922eb4919544cb72,Automatizar todos os testes de uma vez.,Automatizar partes do sistema a cada nova demanda.,Realizar testes manuais a cada nova demanda.,Evitar completamente a automação.,Manutenção de Software,Qual é a recomendação para lidar com o alto custo da automação dos testes de regressão?,Automatizar partes do sistema a cada nova demanda.,
66ce94dd922eb4919544cb73,Manutenção Adaptativa.,Fase de Declínio.,Período de Testes.,Etapa de Introdução.,Manutenção de Software,O que é uma fase do ciclo de vida do software na manutenção?,Fase de Declínio.,
66ce94dd922eb4919544cb74,Redução da complexidade do código.,Falhas de comunicação com o usuário.,Sobrecarga de tarefas.,Aumento da documentação.,Manutenção de Software,Quais são os possíveis efeitos colaterais da realização de processos de manutenção?,Sobrecarga de tarefas.,
66ce94dd922eb4919544cb75,Falta de controle de versão.,Baixa manutenibilidade do software.,Considerar as mudanças no ambiente do sistema.,Registro insuficiente de manutenções anteriores.,Manutenção de Software,O que é destacado como uma característica importante para melhorar o processo de manutenção?,Considerar as mudanças no ambiente do sistema.,
66ce94dd922eb4919544cb76,Substituição de tecnologias.,Aumento da complexidade do código.,Avaliação baseada na idade do software.,Estimativa de prazo para correções.,Manutenção de Software,"Na fase de declínio do software, o que deve ser avaliado para decidir sobre a retirada do sistema de operação?",Avaliação baseada na idade do software.,
66ce94dd922eb4919544cb77,Redução de custos.,Falta de gerenciamento.,Abordagem preventiva.,Abrangência do significado de manutenção.,Manutenção de Software,Qual é a justificativa para a alta complexidade na atividade de manutenção?,Abrangência do significado de manutenção.,
66ce94dd922eb4919544cb78,Automatização de testes.,Previsão de esforços.,Registro de manutenções anteriores.,Avaliação do ciclo de vida do software.,Manutenção de Software,O que é como uma atividade gerencial complexa na manutenção de software?,Previsão de esforços.,
66ce955c922eb4919544cb79,Desenvolver modelos abstratos de um sistema.,Implementar diretamente o sistema.,Documentar apenas a estrutura do sistema.,Ignorar completamente os detalhes do sistema.,Modelagem de Software,Qual é o objetivo principal da modelagem de sistemas?,Desenvolver modelos abstratos de um sistema.,
66ce955c922eb4919544cb7a,BPMN (Business Process Model and Notation).,UML (Unified Modeling Language).,ERD (Entity-Relationship Diagram).,DFD (Data Flow Diagram).,Modelagem de Software,Qual é o padrão de notação gráfica mais comum atualmente para modelagem de sistemas?,UML (Unified Modeling Language).,
66ce955c922eb4919544cb7b,Engenharia de requisitos.,Design.,Implementação.,Manutenção.,Modelagem de Software,Durante qual processo os modelos são usados para descrever o sistema para os engenheiros que o implementam?,Design.,
66ce955c922eb4919544cb7c,Todos os detalhes do sistema.,Os pontos fracos do sistema.,Os pontos fortes do sistema.,Os detalhes do sistema.,Modelagem de Software,O que é essencialmente deixado de fora em um modelo de sistema?,Todos os detalhes do sistema.,
66ce955c922eb4919544cb7d,Limitar a compreensão do sistema.,Criar modelos redundantes.,Desenvolver modelos específicos para diferentes stakeholders.,Evitar a documentação do sistema.,Modelagem de Software,Qual é o propósito das perspectivas diferentes na modelagem de sistemas?,Desenvolver modelos específicos para diferentes stakeholders.,
66ce955c922eb4919544cb7e,Documentar o sistema de forma incompleta.,Desenvolver uma única perspectiva do sistema.,Facilitar a discussão sobre o sistema existente.,Documentar a arquitetura do sistema por perspectivas diferentes.,Modelagem de Software,Qual é o principal benefício da abordagem 4 + 1 proposta por Kruchten?,Documentar a arquitetura do sistema por perspectivas diferentes.,
66ce955c922eb4919544cb7f,"Diagramas de atividades, de casos de uso, de sequência, de classe e de estado.","Diagramas de fluxo, de casos de teste, de estrutura, de comunicação e de implementação.","Diagramas de entidade, de atributos, de relacionamento, de herança e de normalização.","Diagramas de processo, de interação, de integração, de fluxo de dados e de contexto.",Modelagem de Software,Quais são os cinco tipos de diagramas UML que representam a essência de um sistema?,"Diagramas de atividades, de casos de uso, de sequência, de classe e de estado.",
66ce955c922eb4919544cb80,Para evitar a discussão sobre um sistema existente.,Para documentar um sistema de forma incompleta.,Para estimular a discussão sobre um sistema existente ou proposto.,Para gerar automaticamente o código-fonte do sistema.,Modelagem de Software,Como os modelos gráficos são comumente usados?,Para estimular a discussão sobre um sistema existente ou proposto.,
66ce955c922eb4919544cb81,Para economizar tempo.,Para evitar a implementação do sistema.,Para servir como base para gerar o código-fonte do sistema.,Para ignorar símbolos semelhantes.,Modelagem de Software,Qual é a razão pela qual os modelos de sistema usados como parte de um processo de desenvolvimento dirigido a modelos precisam ser completos e corretos?,Para servir como base para gerar o código-fonte do sistema.,
66ce955c922eb4919544cb82,O custo do sistema.,A localização do sistema.,A funcionalidade a ser incluída no sistema.,A cor dos sistemas.,Modelagem de Software,O que é decidido durante a especificação de um sistema em relação aos limites do sistema?,A funcionalidade a ser incluída no sistema.,
66ce955c922eb4919544cb83,Fatores puramente técnicos.,Interesses sociais e organizacionais.,Limitações financeiras.,Restrições de tempo.,Modelagem de Software,Quais fatores podem determinar a posição de limite do sistema?,Interesses sociais e organizacionais.,
66ce955c922eb4919544cb84,Os detalhes de relacionamentos entre sistemas.,Os tipos de relacionamentos entre sistemas.,As interações entre os componentes do sistema.,Os sistemas automatizados no ambiente.,Modelagem de Software,O que os modelos de contexto simples mostram?,Os sistemas automatizados no ambiente.,
66ce955c922eb4919544cb85,Identificar os requisitos do usuário.,Ignorar os problemas de comunicação.,Aumentar a complexidade do sistema.,Reduzir a confiança no sistema.,Modelagem de Software,Qual é o principal objetivo da modelagem da interação do usuário?,Identificar os requisitos do usuário.,
66ce955c922eb4919544cb86,Mostrar as atividades envolvidas em um processo.,Descrever a organização do sistema.,Modelar interações entre os componentes do sistema.,Representar classes de objeto no sistema.,Modelagem de Software,Qual é o objetivo dos diagramas de sequência na modelagem de sistemas?,Modelar interações entre os componentes do sistema.,
66ce955c922eb4919544cb87,Por círculos preenchidos.,Por retângulos com cantos arredondados.,Por setas.,Por barras sólidas.,Modelagem de Software,Como são representadas as atividades em um diagrama de atividades da UML?,Por retângulos com cantos arredondados.,
66ce95bb922eb4919544cb88,Descrever a estrutura estática de um sistema,Representar a organização de um sistema em execução,Apoiar a elicitação de requisitos,Mostrar a interação entre atores e objetos em um sistema,Modelagem de Software,Qual é o objetivo principal da modelagem de caso de uso?,Apoiar a elicitação de requisitos,
66ce95bb922eb4919544cb89,Como uma elipse ou circulo,Como um retângulo,Como uma seta,Como um triângulo,Modelagem de Software,Como é representado um caso de uso em sua forma mais simples?,Como uma elipse ou circulo,
66ce95bb922eb4919544cb8a,Para indicar a direção do fluxo de mensagens,Porque as mensagens seguem em ambas as direções,Porque as setas são usadas informalmente para indicar a direção do fluxo,Porque as setas são desnecessárias em um caso de uso,Modelagem de Software,Por que as linhas em um diagrama de caso de uso não possuem setas?,Porque as mensagens seguem em ambas as direções,
66ce95bb922eb4919544cb8b,Descrição textual,Diagrama de classe,Diagrama de sequência,Descrição tabular,Modelagem de Software,Qual é o formato mais útil para descrever um caso de uso?,Descrição tabular,
66ce95bb922eb4919544cb8c,As associações entre classes,Todas as possíveis interações de um sistema,Os métodos de uma classe,Os componentes de um sistema em execução,Modelagem de Software,O que os diagramas compostos de casos de uso mostram?,Todas as possíveis interações de um sistema,
66ce95bb922eb4919544cb8d,Para modelar a estrutura estática das classes de objeto,Para mostrar a organização de um sistema em execução,Para modelar as interações entre atores e objetos em um sistema,Para representar os atributos de uma classe,Modelagem de Software,Para que os diagramas de sequência em UML são usados principalmente?,Para modelar as interações entre atores e objetos em um sistema,
66ce95bb922eb4919544cb8e,Por retângulos,Por setas anotadas,Por elipses,Por linhas tracejadas,Modelagem de Software,Como são indicadas as interações entre objetos em um diagrama de sequência?,Por setas anotadas,
66ce95bb922eb4919544cb8f,O tempo em que o objeto está envolvido no processamento,O tempo total de execução do caso de uso,O número de interações entre objetos,O número de mensagens trocadas entre atores,Modelagem de Software,O que representa a linha da vida em um diagrama de sequência?,O tempo em que o objeto está envolvido no processamento,
66ce95bb922eb4919544cb90,Em retângulos,Em elipses,Em setas,Em caixas,Modelagem de Software,Como são mostrados os atributos e operações de uma classe em um diagrama de classe?,Em retângulos,
66ce95bb922eb4919544cb91,Indica que há um relacionamento 1:1 entre objetos dessas classes,Indica que há um relacionamento 1:*,Indica que não há associação entre as classes,Indica que há um número indefinido de objetos envolvidos na associação,Modelagem de Software,O que representa o número 1 em uma associação entre classes?,Indica que há um relacionamento 1:1 entre objetos dessas classes,
66ce95bb922eb4919544cb92,Modelos que mostram a organização do sistema quando ele está em execução,Modelos que exibem a organização de um sistema em termos de seus componentes e relacionamentos,Modelos que mostram as interações entre atores e objetos em um sistema,Modelos que descrevem a estrutura estática de um sistema,Modelagem de Software,O que são modelos estruturais de software?,Modelos que exibem a organização de um sistema em termos de seus componentes e relacionamentos,
66ce95bb922eb4919544cb93,Atributos e operações,Atores e objetos,Mensagens e interações,Linhas de vida e setas anotadas,Modelagem de Software,Quais são os principais elementos representados em um diagrama de classe?,Atributos e operações,
66ce95bb922eb4919544cb94,Mostrar a organização do sistema quando ele está em execução,Representar as interações entre atores e objetos em um sistema,Modelar as interações entre os próprios objetos,Mostrar as classes de um sistema e as associações entre essas classes,Modelagem de Software,Qual é o objetivo principal dos diagramas de classe?,Mostrar as classes de um sistema e as associações entre essas classes,
66ce95bb922eb4919544cb95,Como retângulos,Como elipses,Como setas,Como caixas,Modelagem de Software,Como os objetos são representados em um diagrama de classe?,Como retângulos,
66ce95bb922eb4919544cb96,Reduzir a complexidade do sistema,Aumentar a complexidade do sistema,Adicionar mais detalhes às classes,Excluir informações comuns do sistema,Modelagem de Software,Qual é o propósito da generalização na modelagem de sistemas?,Reduzir a complexidade do sistema,
66ce95bb922eb4919544cb97,Usando associações,Usando mecanismos de herança de classe,Usando diagramas de atividades,Usando agregação de classes,Modelagem de Software,Como a generalização é implementada em linguagens orientadas a objetos como Java?,Usando mecanismos de herança de classe,
66ce95bb922eb4919544cb98,Agregação,Associação binária,Associação de composição,Associação de generalização,Modelagem de Software,Qual é o tipo específico de associação usado na UML para denotar a generalização?,Associação de generalização,
66ce95bb922eb4919544cb99,Agregação,Generalização,Associação,Composição,Modelagem de Software,O que significa quando um objeto é composto de outros objetos na UML?,Composição,
66ce95bb922eb4919544cb9a,Mostrar a estrutura estática do sistema,Mostrar o comportamento dinâmico do sistema,Documentar os requisitos do sistema,Descrever a implementação do sistema,Modelagem de Software,Qual é o objetivo dos modelos comportamentais em sistemas?,Mostrar o comportamento dinâmico do sistema,
66ce95bb922eb4919544cb9b,Dados e eventos,Somente eventos,Somente dados,Nenhum estímulo,Modelagem de Software,Que tipos de estímulos podem causar uma transição de estado em um sistema?,Dados e eventos,
66ce960d922eb4919544cb9c,Retângulos arredondados,Círculos preenchidos,Losangos,Setas,Modelagem de Software,Como são representados os estados do sistema nos diagramas de estado da UML?,Retângulos arredondados,
66ce960d922eb4919544cb9d,Gerar programas diretamente a partir de modelos,Ignorar completamente a fase de modelagem,Aumentar a complexidade da engenharia de software,Reduzir a abstração na engenharia de software,Modelagem de Software,Qual é o objetivo da engenharia dirigida a modelos?,Gerar programas diretamente a partir de modelos,
66ce960d922eb4919544cb9e,"O modelo de domínio inclui os principais interesses do sistema, enquanto o modelo de classe define as classes e suas características.","Não há diferença, ambos representam a estrutura do sistema.","O modelo de domínio define as classes, enquanto o modelo de classe identifica os interesses do sistema.","O modelo de domínio inclui restrições de objetos, enquanto o modelo de classe define as operações do sistema.",Modelagem de Software,Qual é a diferença entre um modelo de domínio e um modelo de classe na abordagem MDA?,"O modelo de domínio inclui os principais interesses do sistema, enquanto o modelo de classe define as classes e suas características.",
66ce960d922eb4919544cb9f,Por meio de tradutores automáticos,"Manualment, sem intervenção de ferramentas",Por meio de diagramas de sequência,Usando a linguagem de restrição de objetos (OCL),Modelagem de Software,Como são transformados os modelos independentes de plataforma em modelos específicos de plataforma?,Por meio de tradutores automáticos,
66ce960d922eb4919544cba0,Diagramas de classe,Diagramas de atividades,Linguagem de restrição de objetos (OCL),Diagramas de componentes,Modelagem de Software,O que pode ser usado para especificar o comportamento dinâmico do sistema na UML executável?,Diagramas de atividades,
66ce960d922eb4919544cba1,A falta de abstração na engenharia de software,A impossibilidade de gerar programas diretamente de modelos,A complexidade da abordagem,A incompatibilidade com métodos ágeis,Modelagem de Software,Qual é a principal crítica à engenharia dirigida a modelos?,A incompatibilidade com métodos ágeis,
66ce960d922eb4919544cba2,Por meio de diagramas de classe,Por meio de diagramas de sequência,Por meio de modelos de estado,Por meio de modelos da UML que mostram a estrutura estática e o comportamento do sistema,Modelagem de Software,Como os modelos independentes de plataforma são descritos na MDA?,Por meio de modelos da UML que mostram a estrutura estática e o comportamento do sistema,
